subject,trial,pred_prob_repetition,pred_prob_wsls
102,1,0.5,0.5
102,2,0.007194244604316502,0.5107913669064748
102,3,0.007194244604316502,0.4892086330935252
102,4,0.007194244604316502,0.4892086330935252
102,5,0.007194244604316502,0.4892086330935252
102,6,0.9928057553956835,0.4892086330935252
102,7,0.9928057553956835,0.4892086330935252
102,8,0.9928057553956835,0.5107913669064748
102,9,0.9928057553956835,0.4892086330935252
102,10,0.9928057553956835,0.4892086330935252
102,11,0.9928057553956835,0.4892086330935252
102,12,0.9928057553956835,0.4892086330935252
102,13,0.9928057553956835,0.4892086330935252
102,14,0.9928057553956835,0.4892086330935252
102,15,0.9928057553956835,0.5107913669064748
102,16,0.9928057553956835,0.4892086330935252
102,17,0.9928057553956835,0.4892086330935252
102,18,0.9928057553956835,0.4892086330935252
102,19,0.9928057553956835,0.5107913669064748
102,20,0.9928057553956835,0.4892086330935252
102,21,0.9928057553956835,0.4892086330935252
102,22,0.9928057553956835,0.4892086330935252
102,23,0.9928057553956835,0.5107913669064748
102,24,0.9928057553956835,0.4892086330935252
102,25,0.9928057553956835,0.4892086330935252
102,26,0.9928057553956835,0.4892086330935252
102,27,0.9928057553956835,0.4892086330935252
102,28,0.9928057553956835,0.4892086330935252
102,29,0.9928057553956835,0.4892086330935252
102,30,0.9928057553956835,0.5107913669064748
102,31,0.9928057553956835,0.4892086330935252
102,32,0.9928057553956835,0.4892086330935252
102,33,0.9928057553956835,0.4892086330935252
102,34,0.9928057553956835,0.4892086330935252
102,35,0.9928057553956835,0.4892086330935252
102,36,0.9928057553956835,0.5107913669064748
102,37,0.9928057553956835,0.5107913669064748
102,38,0.9928057553956835,0.4892086330935252
102,39,0.9928057553956835,0.5107913669064748
102,40,0.9928057553956835,0.5107913669064748
102,41,0.9928057553956835,0.5107913669064748
102,42,0.9928057553956835,0.5107913669064748
102,43,0.9928057553956835,0.5107913669064748
102,44,0.9928057553956835,0.5107913669064748
102,45,0.9928057553956835,0.4892086330935252
102,46,0.9928057553956835,0.5107913669064748
102,47,0.9928057553956835,0.4892086330935252
102,48,0.9928057553956835,0.5107913669064748
102,49,0.9928057553956835,0.5107913669064748
102,50,0.9928057553956835,0.5107913669064748
102,51,0.9928057553956835,0.5107913669064748
102,52,0.9928057553956835,0.5107913669064748
102,53,0.9928057553956835,0.5107913669064748
102,54,0.9928057553956835,0.5107913669064748
102,55,0.9928057553956835,0.5107913669064748
102,56,0.9928057553956835,0.4892086330935252
102,57,0.9928057553956835,0.4892086330935252
102,58,0.9928057553956835,0.4892086330935252
102,59,0.9928057553956835,0.4892086330935252
102,60,0.9928057553956835,0.5107913669064748
102,61,0.9928057553956835,0.4892086330935252
102,62,0.9928057553956835,0.4892086330935252
102,63,0.9928057553956835,0.4892086330935252
102,64,0.9928057553956835,0.4892086330935252
102,65,0.9928057553956835,0.4892086330935252
102,66,0.9928057553956835,0.5107913669064748
102,67,0.9928057553956835,0.4892086330935252
102,68,0.9928057553956835,0.4892086330935252
102,69,0.9928057553956835,0.4892086330935252
102,70,0.9928057553956835,0.4892086330935252
102,71,0.9928057553956835,0.5107913669064748
102,72,0.9928057553956835,0.5107913669064748
102,73,0.9928057553956835,0.5107913669064748
102,74,0.9928057553956835,0.4892086330935252
102,75,0.9928057553956835,0.5107913669064748
102,76,0.9928057553956835,0.5107913669064748
102,77,0.9928057553956835,0.5107913669064748
102,78,0.9928057553956835,0.4892086330935252
102,79,0.9928057553956835,0.5107913669064748
102,80,0.9928057553956835,0.5107913669064748
102,81,0.9928057553956835,0.5107913669064748
102,82,0.9928057553956835,0.5107913669064748
102,83,0.9928057553956835,0.5107913669064748
102,84,0.9928057553956835,0.5107913669064748
102,85,0.9928057553956835,0.5107913669064748
102,86,0.9928057553956835,0.4892086330935252
102,87,0.9928057553956835,0.4892086330935252
102,88,0.9928057553956835,0.5107913669064748
102,89,0.9928057553956835,0.4892086330935252
102,90,0.9928057553956835,0.4892086330935252
102,91,0.9928057553956835,0.4892086330935252
102,92,0.9928057553956835,0.4892086330935252
102,93,0.9928057553956835,0.5107913669064748
102,94,0.9928057553956835,0.4892086330935252
102,95,0.9928057553956835,0.4892086330935252
102,96,0.9928057553956835,0.4892086330935252
102,97,0.9928057553956835,0.5107913669064748
102,98,0.9928057553956835,0.4892086330935252
102,99,0.9928057553956835,0.4892086330935252
102,100,0.9928057553956835,0.4892086330935252
102,101,0.9928057553956835,0.4892086330935252
102,102,0.9928057553956835,0.5107913669064748
102,103,0.9928057553956835,0.4892086330935252
102,104,0.9928057553956835,0.4892086330935252
102,105,0.9928057553956835,0.4892086330935252
