subject,trial,choice,reward
108,1,1,0
108,2,1,0
108,3,0,1
108,4,0,0
108,5,0,1
108,6,0,0
108,7,0,1
108,8,1,0
108,9,1,0
108,10,0,1
108,11,0,1
108,12,0,0
108,13,0,1
108,14,0,1
108,15,0,1
108,16,0,0
108,17,0,1
108,18,0,1
108,19,0,1
108,20,1,0
108,21,0,1
108,22,0,0
108,23,0,1
108,24,0,1
108,25,0,1
108,26,0,0
108,27,0,1
108,28,0,1
108,29,0,1
108,30,0,1
108,31,0,1
108,32,0,1
108,33,0,0
108,34,0,1
108,35,0,1
108,36,0,0
108,37,0,1
108,38,0,0
108,39,1,1
108,40,1,1
108,41,1,1
108,42,1,0
108,43,1,1
108,44,1,1
108,45,1,1
108,46,1,1
108,47,1,1
108,48,1,1
108,49,1,1
108,50,1,0
108,51,1,1
108,52,1,1
108,53,1,1
108,54,1,0
108,55,1,1
108,56,1,0
108,57,0,0
108,58,1,0
108,59,1,0
108,60,0,1
108,61,0,1
108,62,0,1
108,63,0,0
108,64,0,1
108,65,0,1
108,66,0,1
108,67,0,1
108,68,0,1
108,69,0,0
108,70,0,1
108,71,0,0
108,72,0,0
108,73,1,1
108,74,1,0
108,75,1,1
108,76,1,0
108,77,0,0
108,78,1,1
108,79,1,1
108,80,1,1
108,81,1,1
108,82,1,0
108,83,0,0
108,84,0,0
108,85,1,1
108,86,1,0
108,87,0,1
108,88,1,0
108,89,0,0
108,90,0,1
108,91,0,1
108,92,0,1
108,93,0,1
108,94,0,1
108,95,0,0
108,96,0,0
108,97,1,0
108,98,0,1
108,99,0,1
108,100,0,1
108,101,0,1
108,102,0,1
108,103,0,1
108,104,0,0
108,105,0,1
108,106,0,0
108,107,0,0
108,108,0,1
108,109,0,0
108,110,0,0
108,111,1,1
108,112,1,1
108,113,1,0
108,114,1,1
108,115,1,1
108,116,1,1
108,117,1,0
108,118,0,0
108,119,1,1
108,120,1,1
108,121,1,1
108,122,1,1
108,123,1,1
108,124,1,0
108,125,1,1
108,126,1,0
108,127,1,1
108,128,1,1
108,129,1,1
108,130,1,1
108,131,1,1
108,132,1,1
108,133,1,1
108,134,1,1
108,135,1,0
108,136,0,0
108,137,1,0
108,138,0,0
108,139,0,0
108,140,1,1
109,1,1,1
109,2,1,0
109,3,1,0
109,4,0,1
109,5,0,1
109,6,0,1
109,7,0,0
109,8,0,1
109,9,0,1
109,10,0,1
109,11,0,0
109,12,0,1
109,13,0,1
109,14,0,1
109,15,0,1
109,16,0,1
109,17,0,0
109,18,0,1
109,19,0,1
109,20,0,1
109,21,0,1
109,22,0,1
109,23,0,0
109,24,0,1
109,25,0,1
109,26,0,1
109,27,0,1
109,28,0,1
109,29,0,0
109,30,0,1
109,31,1,1
109,32,0,1
109,33,0,1
109,34,0,1
109,35,1,0
109,36,0,0
109,37,0,0
109,38,1,1
109,39,1,0
109,40,1,1
109,41,1,1
109,42,1,1
109,43,1,1
109,44,1,0
109,45,1,1
109,46,1,1
109,47,1,1
109,48,1,1
109,49,1,1
109,50,1,0
109,51,1,1
109,52,1,1
109,53,1,1
109,54,1,0
109,55,1,1
109,56,0,1
109,57,0,1
109,58,0,1
109,59,1,0
109,60,0,0
109,61,0,0
109,62,1,0
109,63,1,0
109,64,1,0
109,65,0,1
109,66,0,1
109,67,0,0
109,68,0,1
109,69,0,1
109,70,0,1
109,71,0,0
109,72,0,1
109,73,0,0
109,74,0,0
109,75,1,1
109,76,1,1
109,77,1,1
109,78,1,0
109,79,1,1
109,80,1,1
109,81,1,1
109,82,1,1
109,83,1,1
109,84,1,1
109,85,1,0
109,86,1,0
109,87,0,1
109,88,0,0
109,89,0,1
109,90,0,1
109,91,0,1
109,92,0,1
109,93,0,0
109,94,0,1
109,95,0,1
109,96,0,1
109,97,0,1
109,98,0,1
109,99,0,1
109,100,0,0
109,101,0,1
109,102,0,1
109,103,0,1
109,104,0,0
109,105,0,1
109,106,0,1
109,107,0,0
109,108,0,0
109,109,1,1
109,110,1,1
109,111,1,1
109,112,1,0
109,113,1,1
109,114,1,1
109,115,1,1
109,116,1,1
109,117,1,1
109,118,1,1
109,119,1,1
109,120,1,0
109,121,1,1
109,122,1,1
109,123,1,0
109,124,1,1
109,125,1,1
109,126,1,1
109,127,1,1
109,128,1,1
109,129,1,0
109,130,1,1
109,131,1,0
109,132,0,0
109,133,0,0
109,134,1,1
109,135,1,1
109,136,1,1
109,137,1,1
109,138,1,1
109,139,1,1
109,140,1,0
114,1,1,1
114,2,1,0
114,3,1,0
114,4,0,1
114,5,0,1
114,6,0,0
114,7,0,1
114,8,0,1
114,9,0,1
114,10,0,1
114,11,0,1
114,12,0,1
114,13,0,0
114,14,0,1
114,15,0,1
114,16,0,1
114,17,0,1
114,18,0,1
114,19,0,1
114,20,0,0
114,21,0,1
114,22,0,1
114,23,0,1
114,24,0,1
114,25,0,0
114,26,0,1
114,27,0,1
114,28,0,0
114,29,0,1
114,30,0,1
114,31,0,0
114,32,0,1
114,33,0,1
114,34,1,0
114,35,0,1
114,36,0,0
114,37,0,0
114,38,0,0
114,39,1,1
114,40,1,0
114,41,1,1
114,42,1,1
114,43,1,1
114,44,1,1
114,45,1,0
114,46,1,1
114,47,1,1
114,48,1,0
114,49,1,1
114,50,1,1
114,51,0,1
114,52,1,1
114,53,1,1
114,54,0,0
114,55,1,1
114,56,0,0
114,57,1,0
114,58,1,0
114,59,0,1
114,60,0,1
114,61,0,1
114,62,0,1
114,63,0,1
114,64,0,1
114,65,0,0
114,66,0,1
114,67,0,1
114,68,0,0
114,69,0,1
114,70,0,1
114,71,1,1
114,72,0,0
114,73,1,1
114,74,1,0
114,75,0,0
114,76,0,0
114,77,1,1
114,78,1,1
114,79,1,0
114,80,1,1
114,81,1,1
114,82,1,1
114,83,1,0
114,84,1,1
114,85,1,1
114,86,1,0
114,87,1,0
114,88,0,1
114,89,0,0
114,90,0,1
114,91,0,1
114,92,0,1
114,93,0,1
114,94,0,0
114,95,0,1
114,96,0,1
114,97,0,0
114,98,0,1
114,99,0,1
114,100,0,1
114,101,0,1
114,102,0,1
114,103,0,0
114,104,0,1
114,105,0,1
114,106,0,0
114,107,0,1
114,108,0,0
114,109,0,0
114,110,1,1
114,111,1,1
114,112,1,1
114,113,1,1
114,114,1,1
114,115,1,0
114,116,1,1
114,117,1,0
114,118,1,1
114,119,0,0
114,120,1,1
114,121,1,1
114,122,1,1
114,123,1,0
114,124,1,1
114,125,1,1
114,126,1,1
114,127,1,1
114,128,1,0
114,129,1,1
114,130,1,1
114,131,1,1
114,132,1,1
114,133,1,1
114,134,1,0
114,135,1,1
114,136,1,1
114,137,1,1
114,138,1,0
114,139,1,1
114,140,1,1
117,1,0,1
117,2,0,0
117,3,0,1
117,4,0,1
117,5,0,1
117,6,0,1
117,7,0,0
117,8,0,1
117,9,0,1
117,10,0,1
117,11,0,1
117,12,0,1
117,13,0,1
117,14,0,1
117,15,0,0
117,16,0,1
117,17,0,1
117,18,0,0
117,19,0,1
117,20,0,1
117,21,0,1
117,22,0,1
117,23,0,1
117,24,0,1
117,25,0,0
117,26,0,1
117,27,0,1
117,28,0,1
117,29,0,0
117,30,0,1
117,31,0,1
117,32,0,1
117,33,0,1
117,34,0,0
117,35,0,1
117,36,0,0
117,37,0,0
117,38,1,1
117,39,1,1
117,40,1,0
117,41,1,1
117,42,1,1
117,43,1,0
117,44,1,1
117,45,1,1
117,46,1,1
117,47,1,1
117,48,1,1
117,49,1,0
117,50,1,1
117,51,1,1
117,52,1,1
117,53,1,0
117,54,1,1
117,55,1,1
117,56,1,0
117,57,1,0
117,58,0,0
117,59,0,1
117,60,0,1
117,61,0,0
117,62,0,1
117,63,0,1
117,64,0,1
117,65,0,1
117,66,0,0
117,67,0,1
117,68,0,1
117,69,0,1
117,70,0,1
117,71,0,0
117,72,0,1
117,73,0,0
117,74,0,0
117,75,1,1
117,76,0,1
117,77,1,1
117,78,1,1
117,79,1,1
117,80,1,1
117,81,1,1
117,82,1,1
117,83,1,1
117,84,1,1
117,85,1,0
117,86,1,0
117,87,0,1
117,88,0,1
117,89,0,0
117,90,0,1
117,91,0,1
117,92,0,1
117,93,0,1
117,94,0,0
117,95,0,1
117,96,0,1
117,97,0,1
117,98,0,1
117,99,0,1
117,100,0,0
117,101,0,0
117,102,1,0
117,103,1,0
117,104,0,1
117,105,0,1
117,106,0,1
117,107,0,0
117,108,0,0
117,109,1,1
117,110,0,0
117,111,1,1
117,112,1,1
117,113,1,0
117,114,1,1
117,115,1,1
117,116,1,1
117,117,1,0
117,118,1,1
117,119,1,1
117,120,1,1
117,121,1,1
117,122,1,1
117,123,1,1
117,124,1,0
117,125,1,1
117,126,1,1
117,127,1,1
117,128,1,0
117,129,1,1
117,130,1,1
117,131,1,1
117,132,1,0
117,133,1,1
117,134,1,1
117,135,1,1
117,136,1,1
117,137,1,1
117,138,1,1
117,139,1,1
117,140,1,0
118,1,0,1
118,2,0,1
118,3,0,1
118,4,0,0
118,5,0,1
118,6,0,1
118,7,0,1
118,8,0,0
118,9,0,1
118,10,0,1
118,11,0,1
118,12,0,1
118,13,0,1
118,14,0,0
118,15,0,1
118,16,0,1
118,17,0,1
118,18,0,1
118,19,0,0
118,20,0,1
118,21,0,1
118,22,0,1
118,23,0,1
118,24,0,0
118,25,0,1
118,26,0,1
118,27,0,1
118,28,0,0
118,29,0,1
118,30,0,1
118,31,0,1
118,32,0,1
118,33,0,1
118,34,0,0
118,35,0,1
118,36,0,0
118,37,0,0
118,38,0,0
118,39,1,0
118,40,0,0
118,41,1,1
118,42,1,1
118,43,1,1
118,44,1,1
118,45,0,1
118,46,1,0
118,47,1,1
118,48,1,1
118,49,1,1
118,50,1,1
118,51,1,1
118,52,1,1
118,53,1,1
118,54,1,0
118,55,1,1
118,56,1,0
118,57,1,0
118,58,1,0
118,59,1,0
118,60,0,0
118,61,1,0
118,62,1,1
118,63,0,1
118,64,0,1
118,65,0,1
118,66,0,1
118,67,0,0
118,68,0,1
118,69,0,1
118,70,0,1
118,71,0,0
118,72,0,1
118,73,0,0
118,74,0,0
118,75,0,0
118,76,0,0
118,77,1,0
118,78,1,1
118,79,1,1
118,80,1,1
118,81,1,0
118,82,1,1
118,83,1,1
118,84,1,1
118,85,1,1
118,86,1,0
118,87,1,0
118,88,1,0
118,89,0,0
118,90,0,1
118,91,0,1
118,92,0,1
118,93,0,0
118,94,0,1
118,95,0,1
118,96,0,1
118,97,0,1
118,98,0,1
118,99,0,0
118,100,0,1
118,101,0,1
118,102,0,1
118,103,0,1
118,104,0,1
118,105,0,0
118,106,0,0
118,107,0,1
118,108,0,0
118,109,0,0
118,110,0,0
118,111,1,0
118,112,1,1
118,113,1,1
118,114,1,1
118,115,1,1
118,116,1,1
118,117,1,0
118,118,1,1
118,119,1,1
118,120,1,1
118,121,1,1
118,122,1,0
118,123,1,1
118,124,1,1
118,125,1,1
118,126,1,1
118,127,1,1
118,128,1,1
118,129,1,1
118,130,1,0
118,131,1,0
118,132,1,1
118,133,1,1
118,134,1,1
118,135,1,1
118,136,1,1
118,137,1,1
118,138,1,1
118,139,1,0
118,140,1,1
119,1,0,1
119,2,0,1
119,3,0,0
119,4,0,1
119,5,0,1
119,6,0,1
119,7,0,1
119,8,0,1
119,9,0,0
119,10,0,1
119,11,0,1
119,12,0,1
119,13,0,1
119,14,0,1
119,15,0,0
119,16,0,1
119,17,0,1
119,18,0,1
119,19,0,1
119,20,0,0
119,21,0,1
119,22,0,1
119,23,0,1
119,24,0,1
119,25,0,0
119,26,0,1
119,27,0,1
119,28,0,1
119,29,0,0
119,30,0,1
119,31,0,1
119,32,0,1
119,33,0,1
119,34,0,1
119,35,0,0
119,36,0,0
119,37,0,0
119,38,1,1
119,39,1,0
119,40,1,1
119,41,1,1
119,42,1,0
119,43,1,1
119,44,1,1
119,45,1,1
119,46,1,1
119,47,1,0
119,48,1,1
119,49,1,1
119,50,1,1
119,51,1,1
119,52,1,0
119,53,1,1
119,54,1,1
119,55,1,1
119,56,1,0
119,57,1,1
119,58,1,0
119,59,1,0
119,60,1,0
119,61,0,1
119,62,0,1
119,63,0,1
119,64,0,0
119,65,0,1
119,66,0,1
119,67,0,1
119,68,0,1
119,69,0,1
119,70,0,0
119,71,0,0
119,72,0,1
119,73,0,0
119,74,0,0
119,75,0,0
119,76,0,0
119,77,1,1
119,78,1,1
119,79,1,0
119,80,1,1
119,81,1,1
119,82,1,0
119,83,1,1
119,84,1,1
119,85,1,1
119,86,1,0
119,87,1,0
119,88,1,1
119,89,1,0
119,90,0,1
119,91,0,1
119,92,0,1
119,93,0,1
119,94,0,1
119,95,0,0
119,96,0,0
119,97,0,1
119,98,0,1
119,99,0,1
119,100,0,1
119,101,0,1
119,102,0,1
119,103,0,0
119,104,0,1
119,105,0,1
119,106,0,0
119,107,0,1
119,108,0,0
119,109,0,0
119,110,1,1
119,111,1,1
119,112,1,1
119,113,1,1
119,114,1,1
119,115,1,0
119,116,1,1
119,117,1,1
119,118,1,1
119,119,1,0
119,120,1,1
119,121,0,1
119,122,1,1
119,123,1,1
119,124,1,1
119,125,1,1
119,126,1,1
119,127,1,1
119,128,1,0
119,129,1,1
119,130,1,1
119,131,1,0
119,132,1,1
119,133,1,1
119,134,1,1
119,135,1,1
119,136,1,1
119,137,1,1
119,138,1,1
119,139,1,1
119,140,1,0
122,1,0,1
122,2,0,1
122,3,0,1
122,4,0,1
122,5,0,0
122,6,0,1
122,7,0,0
122,8,0,1
122,9,0,1
122,10,0,1
122,11,0,1
122,12,0,1
122,13,0,0
122,14,0,1
122,15,0,1
122,16,0,1
122,17,0,1
122,18,0,0
122,19,0,1
122,20,0,1
122,21,0,0
122,22,0,1
122,23,1,0
122,24,0,1
122,25,0,1
122,26,0,1
122,27,0,1
122,28,0,1
122,29,0,1
122,30,0,0
122,31,0,1
122,32,0,1
122,33,0,1
122,34,1,1
122,35,0,1
122,36,0,0
122,37,0,1
122,38,0,0
122,39,1,1
122,40,0,0
122,41,1,1
122,42,1,0
122,43,1,1
122,44,0,0
122,45,1,1
122,46,1,1
122,47,1,1
122,48,1,0
122,49,1,1
122,50,1,1
122,51,0,0
122,52,1,1
122,53,1,1
122,54,1,0
122,55,1,1
122,56,1,0
122,57,1,1
122,58,1,0
122,59,1,0
122,60,0,1
122,61,0,1
122,62,0,1
122,63,0,1
122,64,0,0
122,65,0,1
122,66,0,1
122,67,1,1
122,68,0,1
122,69,0,1
122,70,1,0
122,71,0,0
122,72,0,0
122,73,1,0
122,74,0,0
122,75,0,0
122,76,1,1
122,77,1,0
122,78,1,1
122,79,1,1
122,80,1,1
122,81,0,0
122,82,1,1
122,83,1,1
122,84,1,1
122,85,1,0
122,86,1,0
122,87,0,1
122,88,0,1
122,89,0,1
122,90,0,0
122,91,1,0
122,92,0,1
122,93,0,1
122,94,0,0
122,95,1,0
122,96,0,1
122,97,0,1
122,98,1,1
122,99,1,0
122,100,0,1
122,101,0,1
122,102,1,0
122,103,0,0
122,104,0,1
122,105,0,1
122,106,0,0
122,107,1,1
122,108,1,1
122,109,0,1
122,110,0,0
122,111,1,0
122,112,1,1
122,113,0,0
122,114,1,1
122,115,1,1
122,116,1,1
122,117,1,1
122,118,1,1
122,119,1,1
122,120,0,1
122,121,1,0
122,122,1,1
122,123,1,1
122,124,1,1
122,125,0,0
122,126,0,0
122,127,1,0
122,128,1,1
122,129,1,1
122,130,1,1
122,131,1,1
122,132,0,0
122,133,1,1
122,134,1,1
122,135,1,0
122,136,0,0
122,137,1,1
122,138,1,1
122,139,1,0
122,140,1,1
125,1,0,1
125,2,0,1
125,3,0,1
125,4,0,0
125,5,0,1
125,6,0,1
125,7,0,0
125,8,0,1
125,9,0,1
125,10,0,1
125,11,0,1
125,12,0,1
125,13,0,0
125,14,0,1
125,15,0,1
125,16,0,1
125,17,0,1
125,18,0,0
125,19,0,1
125,20,0,1
125,21,0,1
125,22,0,1
125,23,0,1
125,24,0,0
125,25,0,1
125,26,0,1
125,27,0,1
125,28,0,0
125,29,0,1
125,30,0,1
125,31,0,1
125,32,1,0
125,33,1,0
125,34,0,1
125,35,0,0
125,36,0,0
125,37,1,1
125,38,1,1
125,39,1,0
125,40,1,1
125,41,1,1
125,42,1,1
125,43,1,1
125,44,1,1
125,45,0,1
125,46,1,1
125,47,1,1
125,48,1,0
125,49,1,1
125,50,1,1
125,51,1,1
125,52,1,1
125,53,1,0
125,54,1,1
125,55,1,1
125,56,1,0
125,57,0,1
125,58,0,0
125,59,0,1
125,60,0,1
125,61,0,1
125,62,0,1
125,63,0,0
125,64,0,1
125,65,0,1
125,66,0,1
125,67,0,1
125,68,0,1
125,69,0,0
125,70,0,1
125,71,0,1
125,72,0,0
125,73,1,1
125,74,1,1
125,75,1,1
125,76,1,1
125,77,1,1
125,78,1,0
125,79,1,1
125,80,1,1
125,81,1,0
125,82,1,1
125,83,1,1
125,84,1,1
125,85,1,1
125,86,1,1
125,87,1,0
125,88,1,0
125,89,0,1
125,90,0,1
125,91,0,1
125,92,0,1
125,93,0,1
125,94,0,1
125,95,0,0
125,96,0,1
125,97,0,0
125,98,1,0
125,99,0,1
125,100,0,1
125,101,0,1
125,102,0,1
125,103,0,0
125,104,0,1
125,105,0,1
125,106,0,0
125,107,0,0
125,108,1,1
125,109,1,1
125,110,1,0
125,111,1,0
125,112,0,0
125,113,0,0
125,114,0,0
125,115,1,1
125,116,1,1
125,117,1,1
125,118,1,1
125,119,1,1
125,120,1,0
125,121,1,1
125,122,1,1
125,123,1,0
125,124,0,0
125,125,0,0
125,126,1,0
125,127,1,1
125,128,1,1
125,129,1,1
125,130,1,1
125,131,1,1
125,132,1,1
125,133,1,1
125,134,1,0
125,135,1,1
125,136,1,1
125,137,1,1
125,138,1,0
125,139,1,1
125,140,1,1
126,1,1,0
126,2,1,0
126,3,0,1
126,4,0,1
126,5,0,0
126,6,0,1
126,7,0,1
126,8,0,0
126,9,0,1
126,10,0,1
126,11,0,1
126,12,0,1
126,13,0,1
126,14,0,1
126,15,0,0
126,16,0,1
126,17,0,1
126,18,0,1
126,19,0,0
126,20,0,1
126,21,0,1
126,22,0,1
126,23,0,1
126,24,0,0
126,25,0,1
126,26,0,0
126,27,0,1
126,28,0,1
126,29,0,1
126,30,0,1
126,31,0,0
126,32,0,1
126,33,0,1
126,34,0,1
126,35,0,1
126,36,0,0
126,37,0,1
126,38,0,0
126,39,0,0
126,40,0,0
126,41,1,1
126,42,1,0
126,43,1,1
126,44,1,1
126,45,1,1
126,46,1,1
126,47,1,1
126,48,1,1
126,49,1,1
126,50,1,0
126,51,1,1
126,52,1,1
126,53,1,1
126,54,1,0
126,55,1,1
126,56,1,0
126,57,1,0
126,58,1,0
126,59,0,0
126,60,0,1
126,61,0,1
126,62,0,1
126,63,0,1
