subject,trial,choice,reward
126,64,0,0
126,65,0,1
126,66,0,1
126,67,0,1
126,68,0,1
126,69,0,0
126,70,0,1
126,71,0,0
126,72,0,0
126,73,1,1
126,74,1,0
126,75,1,1
126,76,1,1
126,77,1,1
126,78,1,0
126,79,1,1
126,80,1,1
126,81,1,0
126,82,1,1
126,83,1,1
126,84,1,1
126,85,1,1
126,86,1,0
126,87,1,0
126,88,1,1
126,89,1,0
126,90,0,1
126,91,0,1
126,92,0,1
126,93,0,1
126,94,0,1
126,95,0,0
126,96,0,1
126,97,0,0
126,98,0,1
126,99,0,1
126,100,0,1
126,101,0,1
126,102,0,1
126,103,0,1
126,104,0,0
126,105,0,1
126,106,0,0
126,107,0,1
126,108,0,0
126,109,1,1
126,110,1,1
126,111,1,1
126,112,1,1
126,113,1,1
126,114,1,0
126,115,1,1
126,116,1,1
126,117,1,1
126,118,1,1
126,119,1,0
126,120,1,1
126,121,1,1
126,122,1,1
126,123,1,1
126,124,1,1
126,125,1,0
126,126,1,1
126,127,1,1
126,128,1,0
126,129,1,1
126,130,1,1
126,131,1,1
126,132,1,1
126,133,1,1
126,134,1,0
126,135,1,1
126,136,1,1
126,137,1,1
126,138,1,1
126,139,1,1
126,140,1,0
128,1,1,1
128,2,1,0
128,3,1,0
128,4,1,0
128,5,0,1
128,6,0,1
128,7,0,0
128,8,0,1
128,9,0,1
128,10,0,1
128,11,0,1
128,12,0,0
128,13,0,1
128,14,0,1
128,15,0,1
128,16,0,1
128,17,0,0
128,18,0,1
128,19,0,1
128,20,0,1
128,21,0,0
128,22,0,1
128,23,0,1
128,24,0,1
128,25,0,1
128,26,0,1
128,27,0,0
128,28,0,1
128,29,0,1
128,30,0,1
128,31,0,1
128,32,0,1
128,33,0,0
128,34,0,1
128,35,0,1
128,36,0,0
128,37,0,1
128,38,0,0
128,39,1,1
128,40,1,1
128,41,1,0
128,42,1,1
128,43,1,1
128,44,1,1
128,45,1,1
128,46,1,1
128,47,1,1
128,48,1,0
128,49,1,1
128,50,1,1
128,51,1,1
128,52,1,0
128,53,1,1
128,54,1,1
128,55,1,1
128,56,1,0
128,57,1,1
128,58,1,0
128,59,0,1
128,60,0,1
128,61,0,0
128,62,1,0
128,63,0,1
128,64,0,1
128,65,0,1
128,66,0,0
128,67,1,0
128,68,1,0
128,69,0,1
128,70,0,1
128,71,0,0
128,72,0,0
128,73,1,0
128,74,0,0
128,75,1,1
128,76,1,0
128,77,1,1
128,78,1,1
128,79,1,1
128,80,1,1
128,81,1,0
128,82,1,1
128,83,1,1
128,84,1,1
128,85,1,1
128,86,1,0
128,87,1,1
128,88,1,0
128,89,0,1
128,90,0,1
128,91,0,1
128,92,1,1
128,93,1,0
128,94,1,0
128,95,0,1
128,96,0,1
128,97,0,0
128,98,0,1
128,99,0,1
128,100,0,1
128,101,0,1
128,102,0,1
128,103,0,0
128,104,0,1
128,105,0,1
128,106,0,0
128,107,0,0
128,108,1,1
128,109,1,0
128,110,0,0
128,111,1,1
128,112,1,0
128,113,1,1
128,114,0,0
128,115,1,1
128,116,1,1
128,117,1,0
128,118,1,1
128,119,1,1
128,120,1,1
128,121,1,1
128,122,1,1
128,123,1,0
128,124,1,1
128,125,1,1
128,126,1,0
128,127,0,0
128,128,0,0
128,129,0,0
128,130,1,1
128,131,1,1
128,132,1,1
128,133,1,1
128,134,1,0
128,135,1,1
128,136,1,0
128,137,0,0
128,138,1,1
128,139,1,1
128,140,1,1
129,1,1,0
129,2,0,0
129,3,1,0
129,4,0,1
129,5,0,1
129,6,0,0
129,7,1,0
129,8,1,0
129,9,1,0
129,10,0,1
129,11,0,1
129,12,0,1
129,13,0,1
129,14,0,0
129,15,0,1
129,16,0,0
129,17,0,1
129,18,0,1
129,19,0,1
129,20,0,1
129,21,0,0
129,22,0,1
129,23,0,1
129,24,0,1
129,25,0,1
129,26,0,1
129,27,0,1
129,28,0,0
129,29,0,1
129,30,0,1
129,31,0,1
129,32,0,1
129,33,0,1
129,34,0,1
129,35,0,0
129,36,0,0
129,37,1,1
129,38,1,1
129,39,1,1
129,40,1,0
129,41,1,1
129,42,1,0
129,43,0,0
129,44,0,0
129,45,1,1
129,46,1,1
129,47,1,1
129,48,1,1
129,49,1,0
129,50,1,1
129,51,1,1
129,52,1,1
129,53,1,0
129,54,1,1
129,55,1,1
129,56,1,0
129,57,1,0
129,58,1,1
129,59,1,0
129,60,1,0
129,61,0,0
129,62,1,0
129,63,0,1
129,64,0,1
129,65,0,1
129,66,0,0
129,67,0,1
129,68,0,1
129,69,0,1
129,70,0,1
129,71,0,0
129,72,0,0
129,73,0,0
129,74,0,0
129,75,0,1
129,76,0,1
129,77,0,0
129,78,0,0
129,79,1,1
129,80,1,1
129,81,1,0
129,82,0,0
129,83,1,1
129,84,1,1
129,85,1,1
129,86,1,0
129,87,1,0
129,88,1,1
129,89,1,0
129,90,1,0
129,91,1,0
129,92,1,0
129,93,1,0
129,94,1,1
129,95,1,0
129,96,1,0
129,97,0,1
129,98,0,0
129,99,0,1
129,100,0,1
129,101,0,1
129,102,0,1
129,103,0,1
129,104,0,1
129,105,0,0
129,106,0,0
129,107,0,0
129,108,0,0
129,109,1,1
129,110,1,0
129,111,1,0
129,112,1,1
129,113,1,1
129,114,1,1
129,115,1,1
129,116,1,0
129,117,1,1
129,118,1,1
129,119,1,1
129,120,1,1
129,121,1,1
129,122,1,0
129,123,1,1
129,124,1,1
129,125,1,1
129,126,1,1
129,127,1,0
129,128,1,1
129,129,1,1
129,130,1,1
129,131,1,1
129,132,1,1
129,133,1,1
129,134,1,1
129,135,1,0
129,136,0,0
129,137,0,0
129,138,0,1
129,139,0,0
129,140,1,1
130,1,0,1
130,2,0,1
130,3,0,0
130,4,0,1
130,5,0,1
130,6,0,1
130,7,0,1
130,8,0,1
130,9,0,0
130,10,0,1
130,11,0,0
130,12,0,1
130,13,0,1
130,14,0,1
130,15,0,1
130,16,0,1
130,17,0,1
130,18,0,1
130,19,0,1
130,20,0,0
130,21,1,0
130,22,0,1
130,23,0,1
130,24,0,0
130,25,1,0
130,26,1,0
130,27,0,0
130,28,1,0
130,29,0,1
130,30,0,1
130,31,0,1
130,32,0,1
130,33,0,1
130,34,0,0
130,35,1,0
130,36,0,0
130,37,1,1
130,38,1,1
130,39,1,1
130,40,1,0
130,41,1,0
130,42,0,0
130,43,1,1
130,44,1,1
130,45,1,1
130,46,1,0
130,47,1,1
130,48,1,1
130,49,1,1
130,50,1,1
130,51,1,1
130,52,1,1
130,53,1,1
130,54,1,1
130,55,1,0
130,56,0,1
130,57,0,0
130,58,0,1
130,59,0,1
130,60,0,1
130,61,0,0
130,62,0,1
130,63,0,1
130,64,0,1
130,65,0,1
130,66,0,1
130,67,0,1
130,68,0,0
130,69,1,0
130,70,1,0
130,71,0,1
130,72,0,0
130,73,0,0
130,74,1,1
130,75,1,1
130,76,1,0
130,77,1,1
130,78,1,1
130,79,1,1
130,80,1,1
130,81,1,1
130,82,1,1
130,83,1,1
130,84,1,1
130,85,1,0
130,86,1,0
130,87,0,1
130,88,0,1
130,89,0,0
130,90,0,1
130,91,0,1
130,92,0,1
130,93,0,0
130,94,0,1
130,95,0,1
130,96,0,1
130,97,0,0
130,98,0,1
130,99,0,1
130,100,0,1
130,101,0,1
130,102,0,1
130,103,0,1
130,104,0,1
130,105,0,0
130,106,0,0
130,107,1,1
130,108,1,1
130,109,1,1
130,110,1,0
130,111,1,1
130,112,1,0
130,113,0,0
130,114,1,1
130,115,1,1
130,116,1,1
130,117,1,1
130,118,1,0
130,119,1,1
130,120,1,1
130,121,1,1
130,122,1,1
130,123,1,1
130,124,1,1
130,125,1,0
130,126,1,1
130,127,1,1
130,128,1,0
130,129,1,1
130,130,1,1
130,131,1,1
130,132,1,0
130,133,1,1
130,134,1,1
130,135,1,1
130,136,1,1
130,137,1,1
130,138,1,1
130,139,1,0
130,140,1,1
131,1,0,1
131,2,0,0
131,3,0,1
131,4,0,1
131,5,0,1
131,6,0,0
131,7,0,1
131,8,0,1
131,9,0,1
131,10,0,1
131,11,0,0
131,12,0,1
131,13,0,1
131,14,0,1
131,15,0,1
131,16,0,1
131,17,0,0
131,18,0,1
131,19,0,1
131,20,0,1
131,21,0,1
131,22,0,0
131,23,0,1
131,24,0,1
131,25,0,1
131,26,0,1
131,27,0,1
131,28,0,1
131,29,0,0
131,30,0,1
131,31,0,1
131,32,0,0
131,33,0,1
131,34,0,1
131,35,0,1
131,36,0,1
131,37,0,0
131,38,0,0
131,39,0,0
131,40,1,1
131,41,1,1
131,42,1,1
131,43,1,1
131,44,1,0
131,45,1,1
131,46,1,1
131,47,1,1
131,48,1,1
131,49,1,1
131,50,1,0
131,51,1,1
131,52,1,1
131,53,1,0
131,54,1,1
131,55,1,1
131,56,1,1
131,57,1,0
131,58,1,0
131,59,1,0
131,60,0,1
131,61,0,0
131,62,0,1
131,63,0,1
131,64,0,1
131,65,0,1
131,66,0,0
131,67,0,1
131,68,0,1
131,69,0,1
131,70,0,1
131,71,0,0
131,72,0,1
131,73,0,0
131,74,0,0
131,75,1,1
131,76,1,1
131,77,1,1
131,78,1,1
131,79,1,1
131,80,1,0
131,81,1,1
131,82,1,0
131,83,1,1
131,84,1,1
131,85,1,1
131,86,1,1
131,87,1,0
131,88,1,0
131,89,1,0
131,90,0,1
131,91,0,1
131,92,0,1
131,93,0,1
131,94,0,1
131,95,0,0
131,96,0,1
131,97,0,1
131,98,0,1
131,99,0,1
131,100,0,0
131,101,0,0
131,102,1,0
131,103,1,0
131,104,0,1
131,105,0,1
131,106,0,1
131,107,0,0
131,108,0,0
131,109,1,1
131,110,1,1
131,111,1,1
131,112,1,1
131,113,1,1
131,114,1,1
131,115,1,0
131,116,1,0
131,117,0,0
131,118,0,0
131,119,1,1
131,120,1,1
131,121,1,1
131,122,1,0
131,123,1,1
131,124,1,1
131,125,1,1
131,126,1,1
131,127,1,1
131,128,1,0
131,129,1,1
131,130,1,1
131,131,1,1
131,132,1,1
131,133,1,0
131,134,1,1
131,135,1,1
131,136,1,0
131,137,1,1
131,138,1,1
131,139,1,1
131,140,1,1
132,1,0,1
132,2,0,1
132,3,0,1
132,4,0,0
132,5,0,1
132,6,0,0
132,7,0,1
132,8,0,1
132,9,0,1
132,10,0,1
132,11,0,0
132,12,0,1
132,13,0,1
132,14,0,1
132,15,0,1
132,16,0,1
132,17,0,1
132,18,0,1
132,19,0,0
132,20,0,1
132,21,0,1
132,22,0,1
132,23,0,1
132,24,0,1
132,25,0,0
132,26,0,1
132,27,0,1
132,28,0,1
132,29,0,0
132,30,0,1
132,31,0,0
132,32,0,1
132,33,0,1
132,34,0,1
132,35,0,1
132,36,0,0
132,37,0,1
132,38,0,0
132,39,0,0
132,40,1,1
132,41,1,1
132,42,1,1
132,43,1,1
132,44,1,1
132,45,1,0
132,46,1,1
132,47,0,0
132,48,1,0
132,49,1,1
132,50,0,0
132,51,1,1
132,52,1,0
132,53,1,1
132,54,1,1
132,55,1,1
132,56,1,0
132,57,1,1
132,58,1,0
132,59,1,0
132,60,1,0
132,61,1,0
132,62,0,1
132,63,0,1
132,64,0,1
132,65,0,0
132,66,0,1
132,67,0,0
132,68,0,1
132,69,0,1
132,70,0,1
132,71,0,0
132,72,0,0
132,73,1,1
132,74,1,0
132,75,1,1
132,76,1,0
132,77,1,1
132,78,1,1
132,79,1,1
132,80,1,1
132,81,1,1
132,82,1,0
132,83,1,1
132,84,1,1
132,85,1,1
132,86,1,0
132,87,1,0
132,88,0,0
132,89,0,1
132,90,0,1
132,91,0,1
132,92,0,1
132,93,0,0
132,94,0,1
132,95,0,1
132,96,0,1
132,97,0,1
132,98,0,0
132,99,0,1
132,100,0,1
132,101,0,1
132,102,0,1
132,103,0,1
132,104,0,0
132,105,0,1
132,106,0,1
132,107,0,0
132,108,0,0
132,109,0,0
132,110,1,1
132,111,1,0
132,112,1,1
132,113,1,1
132,114,1,1
132,115,1,1
132,116,0,0
132,117,1,1
132,118,1,1
132,119,1,1
132,120,0,1
132,121,1,1
132,122,1,0
132,123,1,1
132,124,1,1
132,125,1,1
132,126,1,1
132,127,1,1
132,128,1,1
132,129,1,0
132,130,1,1
132,131,1,1
132,132,1,1
132,133,1,1
132,134,1,0
132,135,1,1
132,136,1,1
132,137,1,1
132,138,1,1
132,139,1,1
132,140,1,0
134,1,0,0
134,2,1,0
134,3,1,0
134,4,0,1
134,5,0,1
134,6,0,1
134,7,0,1
134,8,0,1
134,9,0,1
134,10,0,0
134,11,0,1
134,12,0,1
134,13,0,1
134,14,0,0
134,15,0,1
134,16,0,1
134,17,0,0
134,18,0,1
134,19,0,1
134,20,0,1
134,21,0,1
134,22,0,0
134,23,0,1
134,24,0,1
134,25,0,1
134,26,0,1
134,27,0,1
134,28,0,1
134,29,0,1
134,30,0,0
134,31,0,1
134,32,0,1
134,33,0,1
134,34,0,1
134,35,0,0
134,36,0,0
134,37,1,1
134,38,1,1
134,39,1,0
134,40,1,1
134,41,1,0
134,42,0,0
134,43,0,0
134,44,1,1
134,45,1,1
134,46,1,1
134,47,1,0
134,48,1,1
134,49,1,1
134,50,1,1
134,51,1,1
134,52,1,1
134,53,1,0
134,54,1,1
134,55,1,1
134,56,1,0
134,57,1,0
134,58,0,1
134,59,0,0
134,60,0,1
134,61,0,1
134,62,0,1
134,63,0,1
134,64,0,0
134,65,0,1
134,66,0,1
134,67,0,1
134,68,0,1
134,69,0,0
134,70,0,1
134,71,0,0
134,72,1,0
134,73,0,0
134,74,0,0
134,75,1,1
134,76,1,1
134,77,1,1
134,78,1,1
134,79,1,0
134,80,1,1
134,81,1,0
134,82,0,0
134,83,1,1
134,84,1,1
134,85,1,1
134,86,1,1
134,87,1,0
134,88,1,0
134,89,0,1
134,90,0,1
134,91,0,1
134,92,0,0
134,93,0,1
134,94,0,1
134,95,0,1
134,96,0,1
134,97,0,0
134,98,0,1
134,99,0,1
134,100,0,1
134,101,0,0
134,102,0,1
134,103,0,1
134,104,0,1
134,105,0,1
134,106,0,0
134,107,0,0
134,108,1,1
134,109,1,0
134,110,1,1
134,111,1,1
134,112,1,0
134,113,1,1
134,114,1,1
134,115,1,1
134,116,1,1
134,117,1,1
134,118,1,1
134,119,1,1
134,120,1,0
134,121,1,0
134,122,0,0
134,123,0,0
134,124,1,1
134,125,1,1
134,126,1,1
134,127,1,1
134,128,1,1
134,129,1,1
134,130,1,0
134,131,1,1
134,132,1,1
134,133,1,1
134,134,1,0
134,135,1,1
134,136,1,1
134,137,1,1
134,138,1,1
134,139,1,1
134,140,1,0
135,1,0,1
135,2,0,0
135,3,0,1
135,4,0,1
135,5,0,1
135,6,0,0
135,7,0,1
135,8,0,1
135,9,0,1
135,10,0,1
135,11,0,0
135,12,0,1
135,13,0,1
135,14,0,1
135,15,0,1
135,16,0,0
135,17,0,1
135,18,0,1
135,19,0,1
135,20,0,1
135,21,0,1
135,22,0,1
135,23,0,0
135,24,0,1
135,25,0,1
135,26,0,1
135,27,0,1
135,28,0,1
135,29,0,1
135,30,0,0
135,31,0,1
135,32,0,0
135,33,0,1
135,34,0,1
135,35,0,1
135,36,0,0
135,37,0,0
135,38,1,1
135,39,1,0
135,40,1,1
135,41,1,1
135,42,0,1
135,43,1,1
135,44,1,1
135,45,0,0
135,46,1,1
135,47,1,1
135,48,1,0
135,49,1,1
135,50,1,1
135,51,1,1
135,52,1,1
135,53,1,1
135,54,1,0
135,55,1,1
135,56,1,0
135,57,1,0
135,58,0,1
135,59,0,1
135,60,0,0
135,61,0,1
135,62,0,0
135,63,0,1
135,64,0,1
135,65,0,1
135,66,0,1
135,67,0,1
135,68,0,1
135,69,0,0
135,70,0,1
135,71,0,0
135,72,1,0
135,73,0,0
135,74,0,0
135,75,0,0
135,76,1,1
135,77,1,1
135,78,1,1
135,79,1,1
135,80,1,0
135,81,1,1
135,82,1,0
135,83,1,1
135,84,1,1
135,85,1,1
135,86,1,0
135,87,1,0
135,88,0,0
135,89,1,0
135,90,0,1
135,91,0,1
135,92,0,1
135,93,0,0
135,94,0,1
135,95,0,1
135,96,0,1
135,97,0,1
135,98,0,0
135,99,0,1
135,100,0,1
135,101,0,1
135,102,0,1
135,103,0,1
135,104,0,0
135,105,0,1
135,106,0,0
135,107,1,1
135,108,1,0
135,109,1,1
135,110,1,1
135,111,1,1
135,112,1,1
135,113,1,0
135,114,0,0
135,115,1,1
135,116,1,1
135,117,1,0
135,118,1,1
135,119,1,1
135,120,1,1
135,121,1,1
135,122,1,1
135,123,1,1
135,124,1,1
135,125,1,0
135,126,1,1
135,127,1,1
135,128,1,1
135,129,1,0
135,130,1,1
135,131,1,1
135,132,1,0
135,133,1,1
135,134,1,1
135,135,1,1
135,136,1,1
135,137,1,1
135,138,1,1
135,139,1,1
135,140,1,0
137,1,0,1
137,2,1,0
137,3,1,1
137,4,1,0
137,5,1,0
137,6,0,1
137,7,0,1
137,8,0,1
137,9,0,0
137,10,0,1
137,11,0,1
137,12,0,1
137,13,0,1
137,14,0,1
137,15,0,0
137,16,0,0
137,17,0,1
137,18,0,1
137,19,0,1
137,20,0,1
137,21,0,1
137,22,0,1
137,23,0,0
137,24,1,0
137,25,0,1
137,26,0,1
137,27,0,0
137,28,0,1
137,29,0,1
137,30,0,1
137,31,0,0
137,32,0,1
137,33,0,1
137,34,0,1
137,35,0,1
137,36,0,0
137,37,0,0
137,38,0,0
137,39,0,1
137,40,0,0
137,41,0,0
137,42,1,0
137,43,1,1
137,44,1,1
137,45,1,1
137,46,1,1
137,47,1,1
137,48,1,1
137,49,1,0
137,50,1,1
137,51,1,1
137,52,1,1
137,53,1,1
137,54,1,1
137,55,1,0
137,56,1,0
137,57,0,1
137,58,0,1
137,59,0,1
137,60,0,0
137,61,0,1
137,62,0,1
137,63,0,1
137,64,0,1
137,65,0,0
137,66,0,1
137,67,0,0
137,68,1,0
137,69,0,1
137,70,0,1
137,71,0,0
137,72,1,1
137,73,1,1
137,74,1,0
137,75,1,1
137,76,1,1
137,77,1,0
137,78,1,1
137,79,1,1
137,80,1,1
137,81,1,1
137,82,1,0
137,83,1,1
137,84,1,1
137,85,1,1
137,86,1,0
137,87,1,0
137,88,0,1
137,89,0,1
137,90,0,0
137,91,0,1
137,92,0,0
137,93,1,0
137,94,0,1
137,95,0,1
137,96,0,1
137,97,0,1
137,98,0,1
137,99,0,0
137,100,0,1
137,101,0,1
137,102,0,0
137,103,0,1
137,104,0,1
137,105,0,1
137,106,0,1
137,107,0,0
137,108,1,1
137,109,1,1
137,110,1,1
137,111,1,1
137,112,1,0
137,113,1,1
137,114,1,1
137,115,1,1
137,116,1,1
137,117,1,1
137,118,1,1
137,119,1,0
137,120,1,1
137,121,1,1
137,122,1,1
137,123,1,1
137,124,1,0
137,125,1,1
137,126,1,0
137,127,0,0
137,128,0,0
137,129,0,0
137,130,1,1
137,131,1,1
137,132,1,1
137,133,1,0
137,134,1,1
137,135,1,1
137,136,1,1
137,137,1,1
137,138,1,1
137,139,1,0
137,140,1,1
138,1,0,1
138,2,0,1
138,3,0,1
138,4,0,1
138,5,0,0
138,6,0,0
138,7,1,0
138,8,1,0
138,9,0,1
138,10,0,1
138,11,0,0
138,12,1,0
138,13,0,1
138,14,0,1
138,15,0,1
138,16,0,1
138,17,0,1
138,18,0,0
138,19,0,1
138,20,0,1
138,21,0,1
138,22,0,1
138,23,0,1
138,24,0,0
138,25,1,0
138,26,0,1
138,27,0,1
138,28,0,1
138,29,0,1
138,30,0,0
138,31,0,1
138,32,0,1
138,33,0,1
138,34,0,0
138,35,0,1
138,36,0,0
138,37,0,0
138,38,0,1
138,39,0,0
138,40,1,1
138,41,1,1
138,42,0,0
138,43,1,1
138,44,1,1
138,45,1,0
138,46,0,0
138,47,0,0
138,48,1,1
138,49,1,0
138,50,0,0
138,51,1,0
138,52,0,0
138,53,1,1
138,54,1,1
138,55,1,1
138,56,1,0
138,57,0,1
138,58,0,0
138,59,0,1
138,60,0,1
138,61,0,1
138,62,0,1
138,63,0,1
138,64,0,1
138,65,0,0
138,66,0,1
138,67,0,0
138,68,1,0
138,69,1,0
138,70,0,1
138,71,0,0
138,72,0,0
138,73,1,0
138,74,0,0
138,75,1,1
138,76,1,1
138,77,1,1
138,78,1,1
138,79,1,0
138,80,1,1
138,81,1,0
138,82,1,1
138,83,1,1
138,84,1,1
138,85,1,1
138,86,1,0
138,87,1,0
138,88,0,0
138,89,0,1
138,90,0,1
138,91,0,1
138,92,0,1
138,93,0,1
138,94,0,1
138,95,0,0
138,96,0,1
138,97,0,1
138,98,0,1
138,99,0,0
138,100,0,1
138,101,0,1
138,102,0,1
138,103,0,0
138,104,0,1
138,105,0,1
138,106,0,0
138,107,0,1
138,108,0,0
138,109,0,0
138,110,1,1
138,111,1,1
138,112,1,1
138,113,1,1
138,114,1,0
138,115,1,1
138,116,1,1
138,117,1,1
138,118,1,1
138,119,1,0
138,120,1,1
138,121,1,0
138,122,1,1
138,123,1,1
138,124,1,1
138,125,1,1
138,126,1,1
138,127,1,1
138,128,1,1
138,129,1,0
138,130,1,1
138,131,1,0
138,132,1,1
138,133,1,1
138,134,1,1
138,135,1,1
138,136,1,1
138,137,1,1
138,138,1,1
138,139,1,1
138,140,1,0
139,1,1,0
139,2,1,0
139,3,0,0
139,4,0,1
139,5,0,1
139,6,0,1
139,7,0,1
139,8,0,1
139,9,0,0
139,10,0,1
139,11,0,1
139,12,0,1
139,13,0,1
139,14,0,0
139,15,0,1
139,16,0,1
139,17,0,1
139,18,0,0
139,19,0,1
139,20,0,1
139,21,0,1
139,22,0,1
139,23,0,1
139,24,0,0
139,25,0,1
139,26,0,1
139,27,0,1
139,28,0,0
139,29,0,1
139,30,0,1
139,31,0,1
139,32,0,1
139,33,0,0
139,34,0,1
139,35,0,1
139,36,0,0
139,37,0,1
139,38,0,0
139,39,1,1
139,40,1,1
139,41,1,1
139,42,1,0
139,43,1,1
139,44,1,1
139,45,1,1
139,46,1,1
139,47,1,1
139,48,1,1
139,49,1,0
139,50,1,1
139,51,1,0
139,52,1,1
139,53,1,1
139,54,1,1
139,55,1,1
139,56,1,0
139,57,1,0
139,58,1,0
139,59,0,0
139,60,0,1
139,61,0,1
139,62,0,0
139,63,0,1
139,64,0,1
139,65,0,1
139,66,0,0
139,67,0,1
139,68,0,1
139,69,0,1
139,70,0,1
139,71,0,0
139,72,0,0
139,73,1,0
139,74,1,1
139,75,1,1
139,76,1,1
139,77,1,1
139,78,1,1
139,79,1,1
139,80,1,0
139,81,1,1
139,82,1,1
139,83,1,0
139,84,1,1
139,85,1,1
139,86,1,1
139,87,1,0
139,88,1,0
139,89,1,0
139,90,0,1
139,91,0,1
139,92,0,0
139,93,0,1
139,94,0,1
139,95,0,1
139,96,0,1
139,97,0,0
139,98,0,1
139,99,0,1
139,100,0,1
139,101,0,0
139,102,0,1
139,103,0,1
139,104,0,1
139,105,0,1
139,106,0,0
139,107,0,1
139,108,0,0
139,109,0,0
139,110,1,1
139,111,1,1
139,112,1,0
139,113,1,1
139,114,1,1
139,115,1,1
139,116,1,1
139,117,1,1
139,118,1,0
139,119,1,1
139,120,1,1
139,121,1,1
139,122,1,1
139,123,1,1
139,124,1,1
139,125,1,0
139,126,1,1
139,127,1,1
139,128,1,1
139,129,1,1
139,130,1,0
139,131,1,1
139,132,1,1
139,133,1,0
139,134,1,1
139,135,1,1
139,136,1,1
139,137,1,0
139,138,1,1
139,139,1,1
139,140,1,1
140,1,0,1
140,2,0,1
140,3,0,1
140,4,0,1
140,5,0,0
140,6,0,1
140,7,0,1
140,8,0,1
140,9,0,0
140,10,0,1
140,11,0,0
140,12,1,0
140,13,1,0
140,14,0,1
140,15,0,1
140,16,0,1
140,17,0,1
140,18,0,1
140,19,0,1
140,20,0,0
140,21,0,1
140,22,0,0
140,23,0,1
140,24,1,0
140,25,0,1
140,26,0,1
140,27,0,1
140,28,0,1
140,29,0,0
140,30,1,0
140,31,0,1
140,32,0,1
140,33,0,0
140,34,0,1
140,35,0,1
140,36,0,0
140,37,0,1
140,38,0,0
140,39,1,1
140,40,1,1
140,41,1,1
140,42,1,0
140,43,1,1
140,44,1,1
140,45,1,1
140,46,1,1
140,47,1,1
140,48,1,1
140,49,1,0
140,50,1,1
140,51,1,1
140,52,1,1
140,53,1,1
140,54,1,1
140,55,1,0
140,56,1,0
140,57,1,1
140,58,1,0
140,59,0,1
140,60,0,1
140,61,0,0
140,62,0,1
140,63,0,1
140,64,1,0
140,65,0,1
140,66,0,1
140,67,0,0
140,68,0,1
140,69,0,1
140,70,0,1
140,71,0,0
140,72,0,0
140,73,1,0
140,74,0,0
140,75,1,1
140,76,1,1
140,77,1,1
140,78,1,1
140,79,1,0
140,80,1,1
140,81,1,1
140,82,1,1
140,83,1,1
140,84,1,0
140,85,1,1
140,86,1,0
140,87,1,1
140,88,1,0
140,89,0,1
140,90,0,1
140,91,0,1
140,92,0,0
140,93,0,1
140,94,0,1
140,95,0,1
140,96,0,1
140,97,1,1
140,98,0,1
140,99,0,1
140,100,0,1
140,101,1,0
140,102,0,1
140,103,0,1
140,104,0,1
140,105,0,0
140,106,0,1
140,107,0,0
140,108,0,0
140,109,1,1
140,110,1,1
140,111,1,1
140,112,1,1
140,113,1,0
140,114,1,1
140,115,1,1
140,116,1,0
140,117,1,1
140,118,1,1
140,119,1,1
140,120,1,1
140,121,1,1
140,122,1,1
140,123,1,1
140,124,1,1
140,125,1,0
140,126,1,1
140,127,1,1
140,128,1,0
140,129,1,1
140,130,0,0
140,131,1,1
140,132,1,0
140,133,0,0
140,134,1,1
140,135,1,1
140,136,1,0
140,137,1,1
140,138,1,1
140,139,0,0
140,140,1,1
142,1,0,1
142,2,0,1
142,3,0,1
142,4,0,0
142,5,0,1
142,6,0,1
142,7,0,1
142,8,0,1
142,9,0,1
142,10,0,0
142,11,0,1
142,12,0,1
142,13,0,1
142,14,0,0
142,15,0,1
142,16,0,1
142,17,0,1
142,18,0,1
142,19,0,0
142,20,0,1
142,21,0,0
142,22,0,1
142,23,0,1
142,24,0,1
142,25,0,1
142,26,0,0
142,27,0,1
142,28,0,1
142,29,0,1
142,30,0,1
142,31,0,1
142,32,0,1
142,33,0,1
142,34,0,0
142,35,0,1
142,36,0,1
142,37,0,0
142,38,0,0
142,39,1,1
142,40,1,1
142,41,0,0
142,42,1,1
142,43,1,0
142,44,1,1
142,45,1,1
142,46,1,0
142,47,1,1
142,48,1,1
142,49,1,1
142,50,1,1
142,51,1,1
142,52,1,1
142,53,1,0
142,54,1,1
142,55,1,1
142,56,1,0
142,57,1,0
142,58,0,1
142,59,0,1
142,60,0,0
142,61,0,1
142,62,0,1
142,63,0,0
142,64,0,1
142,65,0,1
142,66,0,1
142,67,0,1
142,68,0,1
142,69,0,0
142,70,0,1
142,71,0,1
142,72,0,0
142,73,0,0
142,74,1,1
142,75,1,1
142,76,1,1
142,77,1,0
142,78,1,1
142,79,1,1
142,80,1,1
142,81,1,1
142,82,1,1
142,83,1,1
142,84,1,1
142,85,1,0
142,86,1,0
142,87,0,1
142,88,0,1
142,89,0,0
142,90,0,1
142,91,0,1
142,92,0,1
142,93,0,1
142,94,0,0
142,95,0,1
142,96,0,1
142,97,0,0
142,98,0,1
142,99,0,1
142,100,0,1
142,101,0,1
142,102,0,1
142,103,0,0
142,104,1,0
142,105,0,1
142,106,0,0
142,107,0,0
142,108,1,1
142,109,1,1
142,110,1,0
142,111,1,0
142,112,0,0
142,113,0,0
142,114,1,1
142,115,1,1
142,116,1,0
142,117,1,1
142,118,1,1
142,119,1,1
142,120,1,1
142,121,1,1
142,122,1,1
142,123,1,1
142,124,1,1
142,125,1,0
142,126,1,1
142,127,1,1
142,128,1,0
142,129,1,1
142,130,1,1
142,131,1,1
