trial,choice,reward,cumulative_reward,model_id
1,2,1,1,12281
2,2,0,1,12281
3,2,0,1,12281
4,1,0,1,12281
5,1,1,2,12281
6,2,0,2,12281
7,1,1,3,12281
8,1,1,4,12281
9,1,1,5,12281
10,1,0,5,12281
11,1,1,6,12281
12,1,1,7,12281
13,1,1,8,12281
14,1,1,9,12281
15,1,1,10,12281
16,1,1,11,12281
17,1,1,12,12281
18,1,1,13,12281
19,1,1,14,12281
20,1,1,15,12281
21,1,1,16,12281
22,1,1,17,12281
23,1,1,18,12281
24,1,1,19,12281
25,1,1,20,12281
26,1,1,21,12281
27,1,1,22,12281
28,1,1,23,12281
29,2,0,23,12281
30,1,1,24,12281
31,1,1,25,12281
32,1,1,26,12281
33,1,1,27,12281
34,1,1,28,12281
35,1,1,29,12281
36,1,1,30,12281
37,1,1,31,12281
38,1,1,32,12281
39,1,1,33,12281
40,1,1,34,12281
41,1,1,35,12281
42,1,1,36,12281
43,1,1,37,12281
44,1,1,38,12281
45,1,1,39,12281
46,1,1,40,12281
47,2,0,40,12281
48,1,1,41,12281
49,1,1,42,12281
50,1,1,43,12281
51,1,1,44,12281
52,2,1,45,12281
53,2,1,46,12281
54,2,1,47,12281
55,2,1,48,12281
56,2,1,49,12281
57,2,1,50,12281
58,2,1,51,12281
59,1,0,51,12281
60,2,1,52,12281
61,1,0,52,12281
62,2,1,53,12281
63,2,1,54,12281
64,2,1,55,12281
65,2,1,56,12281
66,1,0,56,12281
67,2,1,57,12281
68,2,1,58,12281
69,2,1,59,12281
70,2,1,60,12281
71,2,1,61,12281
72,2,1,62,12281
73,2,1,63,12281
74,2,1,64,12281
75,1,0,64,12281
76,2,1,65,12281
77,2,1,66,12281
78,2,1,67,12281
79,2,1,68,12281
80,1,0,68,12281
81,2,1,69,12281
82,2,1,70,12281
83,2,1,71,12281
84,2,1,72,12281
85,2,1,73,12281
86,2,1,74,12281
87,2,1,75,12281
88,2,1,76,12281
89,2,0,76,12281
90,1,1,77,12281
91,2,1,78,12281
92,1,0,78,12281
93,1,0,78,12281
94,2,1,79,12281
95,2,1,80,12281
96,2,1,81,12281
97,2,1,82,12281
98,2,1,83,12281
99,2,1,84,12281
100,2,1,85,12281
