trial,choice,reward,cumulative_reward,model_id
1,1,1,1,14593
2,1,1,2,14593
3,1,1,3,14593
4,1,0,3,14593
5,2,1,4,14593
6,2,0,4,14593
7,1,1,5,14593
8,1,1,6,14593
9,1,1,7,14593
10,1,0,7,14593
11,2,1,8,14593
12,2,1,9,14593
13,2,0,9,14593
14,2,0,9,14593
15,1,1,10,14593
16,1,1,11,14593
17,1,1,12,14593
18,1,1,13,14593
19,1,1,14,14593
20,2,0,14,14593
21,1,1,15,14593
22,1,1,16,14593
23,1,1,17,14593
24,1,1,18,14593
25,1,1,19,14593
26,1,1,20,14593
27,1,1,21,14593
28,2,0,21,14593
29,1,1,22,14593
30,1,1,23,14593
31,1,1,24,14593
32,1,1,25,14593
33,1,1,26,14593
34,1,1,27,14593
35,1,1,28,14593
36,1,1,29,14593
37,1,1,30,14593
38,1,1,31,14593
39,1,1,32,14593
40,1,1,33,14593
41,1,1,34,14593
42,1,1,35,14593
43,1,1,36,14593
44,1,1,37,14593
45,1,1,38,14593
46,1,1,39,14593
47,1,1,40,14593
48,1,1,41,14593
49,1,1,42,14593
50,1,1,43,14593
51,2,1,44,14593
52,1,1,45,14593
53,1,0,45,14593
54,1,0,45,14593
55,2,1,46,14593
56,2,1,47,14593
57,2,1,48,14593
58,1,0,48,14593
59,2,1,49,14593
60,2,1,50,14593
61,2,1,51,14593
62,1,0,51,14593
63,2,1,52,14593
64,2,1,53,14593
65,2,1,54,14593
66,2,1,55,14593
67,1,0,55,14593
68,2,1,56,14593
69,2,1,57,14593
70,2,1,58,14593
71,1,0,58,14593
72,2,1,59,14593
73,2,1,60,14593
74,2,1,61,14593
75,2,1,62,14593
76,2,1,63,14593
77,2,1,64,14593
78,2,1,65,14593
79,2,1,66,14593
80,2,1,67,14593
81,2,1,68,14593
82,2,1,69,14593
83,2,1,70,14593
84,2,1,71,14593
85,2,1,72,14593
86,1,0,72,14593
87,2,1,73,14593
88,2,1,74,14593
89,2,0,74,14593
90,1,1,75,14593
91,1,0,75,14593
92,1,0,75,14593
93,2,1,76,14593
94,2,1,77,14593
95,1,0,77,14593
96,2,1,78,14593
97,2,1,79,14593
98,2,1,80,14593
99,2,1,81,14593
100,2,1,82,14593
